City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,yuzhno-kurilsk,44.0306,145.8556,16.47,68,100,12.57,RU,1719881322
365,pemangkat,1.1667,108.9667,25.63,86,100,3.05,ID,1719881332
366,cacapava,-23.1008,-45.7069,14.49,97,5,0.67,BR,1719881342
367,vilyuysk,63.7553,121.6247,19.97,76,86,2.27,RU,1719881353
368,fort wellington,6.4,-57.6,27.52,84,25,5.49,GY,1719881363
369,guichon,-32.35,-57.2,7.26,87,0,2.41,UY,1719881373
370,san gabriel,34.0961,-118.1058,32.17,44,0,6.17,US,1719881383
371,alice springs,-23.7,133.8833,7.75,66,40,6.17,AU,1719881393
372,tralee,52.2704,-9.7026,9.77,88,100,1.21,IE,1719881403
373,argostolion,38.1811,20.489,26.53,36,0,0.99,GR,1719881413
374,leh,34.1667,77.5833,13.91,62,1,3.2,IN,1719881423
375,saint-philippe,-21.3585,55.7679,19.77,83,91,4.73,RE,1719881433
376,neryungri,56.6709,124.6491,29.44,42,0,0.74,RU,1719881443
377,ngaruawahia,-37.6674,175.1555,14.55,75,6,7.15,NZ,1719881453
378,prince edward,44.0001,-77.2495,18.9,77,0,3.04,CA,1719881463
379,dahegam,23.1667,72.8167,24.87,80,100,6.46,IN,1719881473
380,uvel'skiy,54.4446,61.3574,14.75,94,86,3.13,RU,1719881483
381,kupang,-10.1667,123.5833,30.32,84,75,5.14,ID,1719881494
382,half moon,34.826,-77.4594,24.14,79,75,2.06,US,1719881504
383,dzhalagash,45.0833,64.6667,17.86,66,0,3.86,KZ,1719881514
384,sang-e charak,35.8497,66.4369,17.78,50,0,0.36,AF,1719881524
385,marsh harbour,26.5412,-77.0636,28.69,75,0,4.34,BS,1719881534
386,santa cruz,-17.8,-63.1667,18.8,49,0,3.67,BO,1719881494
387,axim,4.8699,-2.2405,24.63,90,9,2.8,GH,1719881554
388,guerrero negro,27.9769,-114.0611,21.85,69,95,7.1,MX,1719881564
389,murrhardt,48.9819,9.5705,14.75,90,79,0.9,DE,1719881574
390,eyl,7.9803,49.8164,27.43,67,100,11.07,SO,1719881584
391,bontang,0.1333,117.5,25.47,90,100,1.71,ID,1719881594
392,chumphon,10.3333,98.8333,26.27,82,93,1.94,TH,1719881604
393,carnarvon,-24.8667,113.6333,18.16,57,0,6.87,AU,1719881614
394,solnechnyy,50.7214,136.6319,24.73,39,100,1.42,RU,1719881625
395,shevchenko,48.5,35.0,23.53,44,64,0.61,UA,1719881635
396,tera,14.0078,0.7531,33.17,43,48,6.46,NE,1719881645
397,amga,60.8953,131.9608,30.02,43,86,4.1,RU,1719881655
398,rio grande,-32.035,-52.0986,9.06,81,5,3.73,BR,1719881409
399,baijiantan,45.6333,85.1833,24.84,46,100,7.07,CN,1719881675
400,bamboo flat,11.7,92.7167,27.05,89,40,1.03,IN,1719881695
401,palmer,42.1584,-72.3287,22.41,64,26,1.3,US,1719881705
402,agadez,19.75,10.25,30.92,16,30,4.24,NE,1719881715
403,kharp,66.8014,65.8081,9.17,58,92,1.78,RU,1719881725
404,yarmouth,41.7057,-70.2286,21.03,83,0,2.57,US,1719881539
405,okha,53.5739,142.9478,17.81,55,16,1.5,RU,1719881745
406,sungai penuh,-2.0833,101.3833,18.99,97,100,1.6,ID,1719881755
407,west mackay,-21.1481,149.1605,25.9,74,0,2.41,AU,1719881765
408,kralendijk,12.15,-68.2667,28.99,79,0,4.63,BQ,1719881511
409,toliara,-23.35,43.6667,17.34,72,0,4.18,MG,1719881650
410,aketi,2.7388,23.7833,21.31,97,100,0.87,CD,1719881796
411,chhapar,27.8167,74.4,29.86,70,99,6.79,IN,1719881806
412,miyaly,48.8844,53.7836,21.94,42,98,2.32,KZ,1719881816
413,banjarmasin,-3.3244,114.591,24.08,85,100,0.7,ID,1719881700
414,illizi,26.4833,8.4667,31.89,17,0,4.37,DZ,1719881836
415,bryne,58.7354,5.6477,12.21,93,100,1.03,NO,1719881846
416,chemolgan,43.1897,76.5292,15.81,75,78,1.05,KZ,1719881856
417,port blair,11.6667,92.75,27.02,89,40,1.03,IN,1719881866
418,saynshand,44.8824,110.1163,22.16,48,43,6.14,MN,1719881876
419,plettenberg bay,-34.0527,23.3716,14.43,90,98,2.79,ZA,1719881886
420,northam,51.0333,-4.2167,14.1,92,94,6.04,GB,1719881896
421,namie,37.4833,141.0,28.73,72,100,0.45,JP,1719881906
422,kilju,40.9642,129.3278,26.71,38,100,2.12,KP,1719881916
423,astaneh-ye ashrafiyeh,37.2596,49.9444,20.96,93,99,0.66,IR,1719881927
424,sanya,18.2431,109.505,31.09,79,40,1.0,CN,1719881937
425,kangaba,11.9333,-8.4167,25.54,78,75,2.75,ML,1719881947
426,derbent,42.0678,48.2899,20.52,73,100,2.4,RU,1719881957
427,murzuq,25.9155,13.9184,28.46,18,13,3.83,LY,1719881967
428,soe,-9.8607,124.284,24.35,60,25,4.05,ID,1719881977
429,whitehorse,60.7161,-135.0538,19.43,38,75,4.63,CA,1719881987
430,alofi,-19.0595,-169.9187,25.94,73,75,8.23,NU,1719881997
431,antsiranana,-12.2787,49.2917,21.53,78,19,5.81,MG,1719882007
432,happy valley-goose bay,53.3168,-60.3315,19.17,32,20,3.09,CA,1719882017
433,willowmore,-33.2926,23.4895,10.88,87,6,1.99,ZA,1719882027
434,gabu,12.2833,-14.2167,24.55,94,100,2.89,GW,1719882037
435,almeirim,-1.5233,-52.5817,25.26,80,84,0.9,BR,1719882047
436,ndjole,-0.1783,10.7649,23.29,89,100,1.92,GA,1719882057
437,san felipe,10.3399,-68.7425,22.26,99,70,0.54,VE,1719882078
438,buka,40.8108,69.1986,17.19,30,0,2.22,UZ,1719882088
439,olyokminsk,60.3736,120.4264,30.91,36,55,2.53,RU,1719882098
440,xichang,27.8964,102.2634,20.2,90,100,0.7,CN,1719882108
441,roma,43.2128,-75.4557,19.17,72,0,2.57,US,1719882118
442,waddan,29.1614,16.139,28.07,30,0,3.13,LY,1719882148
443,saint-francois,46.4154,3.9054,15.69,88,100,3.09,FR,1719882003
444,adh dhayd,25.2881,55.8816,28.44,22,99,3.31,AE,1719882168
445,amurzet,47.6967,131.0981,26.53,50,0,3.16,RU,1719882178
446,tomatlan,19.9333,-105.25,25.16,93,100,1.4,MX,1719882189
447,norton,-17.8833,30.7,11.27,58,0,2.35,ZW,1719882199
448,pandan,14.0453,124.1694,29.91,69,94,3.02,PH,1719882219
449,les essarts-le-roi,48.7167,1.9009,15.47,81,100,4.63,FR,1719882229
450,kizlyar,43.8469,46.715,18.56,66,100,3.94,RU,1719882239
451,hastings,50.8552,0.5729,16.05,88,100,3.93,GB,1719882249
452,novyy urengoy,66.0833,76.6333,6.93,63,19,3.84,RU,1719882259
453,khandyga,62.6667,135.6,18.95,90,100,2.36,RU,1719882269
454,san luis de la loma,17.2706,-100.8939,24.5,93,100,2.28,MX,1719882279
455,pembroke,45.8168,-77.1162,20.1,71,0,0.66,CA,1719882289
456,slawharad,53.4446,31.0014,18.6,89,100,2.33,BY,1719882299
457,grand falls-windsor,48.9332,-55.6649,15.83,73,100,1.9,CA,1719882163
458,berezivka,47.2043,30.9078,22.5,39,98,1.9,UA,1719882330
459,port sudan,19.6175,37.2164,32.09,37,72,1.41,SD,1719882340
460,hopelchen,19.7667,-89.85,27.53,75,0,1.79,MX,1719882350
461,borogontsy,62.6683,131.1683,25.5,58,6,3.96,RU,1719882360
462,ahmadpur east,29.1431,71.2598,35.71,53,52,5.93,PK,1719882370
463,port augusta,-32.5,137.7667,11.59,48,5,1.92,AU,1719882156
464,haiku-pauwela,20.9219,-156.3051,27.92,69,20,11.32,US,1719882390
465,maceio,-9.6658,-35.7353,21.69,88,40,1.03,BR,1719882240
466,saudarkrokur,65.7461,-19.6394,9.45,66,40,3.45,IS,1719882410
467,gorontalo,0.5412,123.0595,27.89,74,88,0.54,ID,1719882420
468,greenville,35.6127,-77.3663,23.41,68,40,2.06,US,1719882401
469,jiuquan,39.7432,98.5174,25.02,23,9,3.62,CN,1719882440
470,jefferson city,38.5767,-92.1735,22.95,56,0,4.63,US,1719882450
471,arkhangel'sk,64.5401,40.5433,15.06,100,40,4.0,RU,1719882397
472,san rafael del sur,11.8485,-86.4384,25.54,78,100,3.43,NI,1719882471
473,ubinskoye,55.3068,79.6802,18.45,82,100,3.47,RU,1719882481
474,pangody,65.85,74.4859,6.4,64,89,3.49,RU,1719882491
475,koszalin,54.1944,16.1722,14.26,96,100,2.87,PL,1719882249
476,okhotsk,59.3833,143.3,14.54,73,70,3.07,RU,1719882511
477,korla,41.7597,86.1469,27.69,31,67,8.34,CN,1719882521
478,sos'va,59.1766,61.8558,13.4,80,31,1.32,RU,1719882531
479,muang phonsavan,19.45,103.2167,19.84,98,100,0.57,LA,1719882541
480,compostela,7.6731,126.0889,27.09,79,83,0.44,PH,1719882365
481,taroa,8.7058,171.2275,28.24,78,95,5.49,MH,1719882561
482,nagqu,31.5,92.0,7.61,76,10,2.05,CN,1719882311
483,eloi mendes,-21.61,-45.5653,12.86,95,0,1.24,BR,1719882581
484,kargasok,59.0556,80.8572,15.02,75,70,4.51,RU,1719882591
485,kiunga,-6.1219,141.2906,25.62,95,98,1.84,PG,1719882601
486,bubaque,11.2833,-15.8333,26.41,85,100,7.13,GW,1719882611
487,nyurba,63.2842,118.3319,19.82,78,100,1.75,RU,1719882621
488,saldanha,-33.0117,17.9442,11.7,89,2,2.07,ZA,1719882632
489,inirida,3.8653,-67.9239,24.18,92,8,0.68,CO,1719882642
490,chibougamau,49.9168,-74.3659,14.81,75,60,1.25,CA,1719882652
491,minab,27.1467,57.0801,32.17,51,64,1.62,IR,1719882430
492,rabo de peixe,37.8,-25.5833,18.73,99,40,3.6,PT,1719882648
493,nusaybin,37.0778,41.2178,26.78,31,0,1.95,TR,1719882682
494,scarborough,54.2797,-0.4044,11.76,92,100,1.34,GB,1719882069
495,tari,12.4086,4.4914,29.8,56,100,6.04,NG,1719882702
496,cabedelo,-6.9811,-34.8339,25.37,85,3,5.57,BR,1719882446
497,vrontados,38.4089,26.1328,25.92,53,0,4.63,GR,1719882722
498,greymouth,-42.4667,171.2,10.57,81,100,1.39,NZ,1719882732
499,magugu,-4.0167,35.7667,14.98,85,83,1.14,TZ,1719882549
500,brookings,44.3114,-96.7984,18.39,87,100,6.17,US,1719882752
501,sombrerete,23.6333,-103.65,16.15,75,100,7.57,MX,1719882763
502,mora,11.0461,14.1401,26.4,64,97,1.69,CM,1719882773
503,cill airne,52.05,-9.5167,8.62,95,100,0.97,IE,1719882783
504,vernal,40.4555,-109.5287,30.84,17,0,12.07,US,1719882749
505,zavetnoye,47.1194,43.8903,20.54,33,0,2.04,RU,1719882803
506,darwin,-12.4611,130.8418,27.99,53,0,8.23,AU,1719882302
507,lauro de freitas,-12.8944,-38.3272,26.01,69,20,5.14,BR,1719882558
508,oroqen zizhiqi,50.5667,123.7167,30.56,31,0,0.8,CN,1719882833
509,salalah,17.0151,54.0924,27.13,85,100,4.07,OM,1719882843
510,abashiri,44.0213,144.2697,22.16,49,40,5.14,JP,1719882853
511,padang,-0.9492,100.3543,26.03,83,37,1.32,ID,1719882863
512,diamantina,-18.2494,-43.6003,16.23,73,100,1.69,BR,1719882873
513,turbat,26.0023,63.044,31.35,63,100,1.47,PK,1719882883
514,talara,-4.5772,-81.2719,19.42,88,0,6.2,PE,1719882893
515,berdigestyakh,62.0989,126.6992,25.93,52,15,4.65,RU,1719882903
516,akureyri,65.6835,-18.0878,8.96,66,4,1.03,IS,1719882913
517,neiafu,-18.65,-173.9833,26.38,73,20,5.14,TO,1719882924
518,gracemere,-23.4333,150.45,16.95,88,100,3.6,AU,1719882934
519,howard springs,-12.497,131.047,28.32,66,84,7.09,AU,1719882944
520,merizo village,13.2658,144.6691,31.31,84,16,6.09,GU,1719882954
521,ifanadiana,-21.3,47.6333,12.09,94,0,1.44,MG,1719882964
522,yaren,-0.5472,166.916,29.13,73,12,6.76,NR,1719882974
523,luderitz,-26.6481,15.1594,12.69,82,0,2.64,,1719882984
524,mount pearl,47.5166,-52.7813,16.92,98,100,7.72,CA,1719882994
525,ishikawa,26.4233,127.8214,32.24,72,40,6.17,JP,1719883004
526,fort-shevchenko,44.5086,50.263,22.97,50,7,4.0,KZ,1719883014
527,basse-terre,16.1667,-61.6667,24.58,94,40,2.57,GP,1719883024
528,qiziltepa,40.0331,64.85,19.53,33,0,4.71,UZ,1719883034
529,paita,-5.0892,-81.1144,18.92,83,12,6.55,PE,1719882901
530,concordia,-31.393,-58.0209,10.99,68,0,0.89,AR,1719883055
531,scone,56.4194,-3.4051,11.42,78,100,0.89,GB,1719883065
532,bandarbeyla,9.4942,50.8122,27.33,66,100,12.55,SO,1719883075
533,igrim,63.1906,64.4162,11.31,59,100,1.42,RU,1719883085
534,ilebo,-4.3167,20.5833,21.82,48,61,1.0,CD,1719883095
535,barclayville,4.6797,-8.2339,24.19,84,97,3.08,LR,1719883105
536,makokou,0.5738,12.8642,21.05,98,12,1.33,GA,1719883115
537,escanaba,45.7453,-87.0646,17.98,63,0,4.63,US,1719882875
538,naze,28.3667,129.4833,29.51,78,100,5.19,JP,1719883135
539,yeniseysk,58.4497,92.1703,22.42,61,15,1.49,RU,1719883145
540,kulhudhuffushi,6.6221,73.07,28.32,79,100,3.54,MV,1719883155
541,kidal,18.4411,1.4078,34.13,14,100,2.28,ML,1719883175
542,smidovich,48.6,133.8167,23.05,61,99,2.56,RU,1719883185
543,cabo san lucas,22.8909,-109.9124,34.61,45,0,8.23,MX,1719882975
544,zhangatas,43.5667,69.75,17.95,38,0,5.6,KZ,1719883206
545,senanga,-16.1167,23.2667,12.02,53,0,2.0,ZM,1719883216
546,inongo,-1.95,18.2667,21.68,58,35,1.38,CD,1719883226
547,paraiso,9.8383,-83.8656,21.09,100,100,0.67,CR,1719883103
548,daru,-9.0763,143.2092,26.01,89,100,7.57,PG,1719883247
549,colares,38.7992,-9.4469,20.18,84,0,9.39,PT,1719883257
550,villa gesell,-37.2639,-56.973,6.14,59,29,1.6,AR,1719883197
551,necochea,-38.5473,-58.7368,6.49,76,13,2.3,AR,1719883108
552,lata,40.1629,-8.3327,18.29,84,0,1.34,PT,1719883287
553,christchurch,-43.5333,172.6333,10.38,59,75,9.77,NZ,1719883025
554,linxia chengguanzhen,35.6003,103.2064,16.9,50,100,0.5,CN,1719883318
555,yasuj,30.6682,51.588,19.75,37,0,0.0,IR,1719883328
556,mukalla,14.5425,49.1242,29.57,68,99,0.98,YE,1719883338
557,saint augustine beach,29.8505,-81.2654,28.94,78,100,2.06,US,1719883348
558,san borja,-14.8167,-66.85,17.54,70,0,0.98,BO,1719883359
559,broken hill,-31.95,141.4333,8.2,54,5,6.51,AU,1719883369
560,tostado,-29.232,-61.7692,11.76,41,0,3.7,AR,1719883379
561,okoneshnikovo,54.8377,75.0834,17.33,92,100,2.45,RU,1719883389
562,vredendal,-31.6683,18.5012,10.09,92,0,1.02,ZA,1719883399
563,saint-pierre,-21.3393,55.4781,19.82,77,100,3.6,RE,1719883409
564,puerto cortez,15.8333,-87.95,27.89,85,100,3.19,HN,1719883419
565,mar del plata,-38.0023,-57.5575,8.3,77,24,2.22,AR,1719882916
566,felahiye,39.0906,35.5672,10.41,83,0,2.21,TR,1719883440
567,sosnovo-ozerskoye,52.5249,111.5418,27.52,36,0,2.18,RU,1719883450
568,ghadamis,30.1337,9.5007,34.72,13,0,5.55,LY,1719883460
569,anna regina,7.2644,-58.5077,27.11,91,95,4.87,GY,1719883470
570,morehead city,34.7229,-76.726,24.0,80,100,4.47,US,1719883480
571,al wajh,26.2455,36.4525,27.97,69,0,1.54,SA,1719883490
572,viransehir,37.2353,39.7631,24.68,35,0,1.66,TR,1719883500
573,carleton place,45.1334,-76.1494,18.83,84,0,0.89,CA,1719883510
574,nur-sultan,51.1801,71.446,13.97,94,40,1.0,KZ,1719883520
